,pm2.5_Real,pm2.5_1_CNNLSTM_4,pm2.5_2_LSTM_4,pm2.5_3_LSTM_dropout_4,pm2.5_4_RandomForest_4,pm2.5_5_ExtraTrees_4,pm2.5_6_XGB_4,pm2.5_7_XGBRF_4,pm2.5_8_XGBRF_DART_4,pm2.5_9_GradientBoosting_4,pm2.5_10_SVR_4,pm2.5_11_NARX_RandomForest_4,pm2.5_12_NARX_ExtraTrees_4,pm2.5_13_NARX_XGB_4,pm2.5_14_NARX_XGBRF_4,pm2.5_15_NARX_GradientBoosting_4,pm2.5_16_NARX_SVR_4,pm2.5_17_NARX_XGBRF_DART_4,pm2.5_18_DAR_XGBRF_4
0,28.0,16.358625411987305,20.89268493652344,17.386032104492188,21.11174988179264,21.96549236645741,19.638839721679688,17.962730407714844,17.962697982788086,20.51380102196366,80.86868290395701,18.318711846926,20.72728329288189,16.278583495353914,15.613172516799771,17.010304971769934,79.94792805858249,15.613178797639268,11.441630490230644
1,18.0,29.14794540405273,26.952205657958984,22.346134185791016,30.480300909786145,30.31068318588517,32.40544509887695,28.06754875183105,28.067514419555664,27.868830353779977,80.50099282294006,13.795573086367234,15.486096106919778,34.8610982532004,12.86908735018644,13.54567169455532,79.98843960594637,12.869155392614296,15.879873710636884
2,22.0,21.28755760192871,23.67019271850586,20.72739601135254,23.34504935660323,18.94064338433615,21.589332580566406,18.38430404663086,18.38426780700684,17.24187060840235,79.14491914269358,26.584747748073696,26.816558642987992,25.05643981997282,22.46342663891146,22.09457541787604,81.11369306560128,22.46338057942184,9.12838892999422
3,34.0,21.990663528442383,23.714887619018555,23.04708671569824,23.610784238050098,23.537283200632064,28.007875442504883,22.963720321655277,22.963603973388672,23.603591012486216,79.34712150628485,22.56480819199427,24.215753640875075,18.20421142064673,20.97423540756531,21.04714281301531,81.42257878612243,20.97425215647063,15.696755835177948
4,41.0,35.74135971069336,28.96303939819336,25.180639266967773,39.113842186449205,32.905834333306224,29.33708381652832,35.160377502441406,35.16035842895508,32.59307229100354,78.65178588751834,24.611528514913168,27.03140782203974,16.27594554276627,22.18902513585423,22.7633371947932,81.66334195982708,22.18900001249625,17.117372860924352
5,21.0,37.51728057861328,36.376197814941406,33.41192626953125,49.24567280450802,46.548751382847854,42.31833267211914,43.03536987304688,43.03539276123047,43.251137960930826,79.07227049009998,23.599475973858883,23.961327128300084,19.187929063937048,20.860233983515805,20.872663257576,82.67262887584307,20.860259106873784,15.613172516799771
6,28.0,22.186351776123047,26.37730026245117,27.849470138549805,20.91951638320998,22.282111919194907,22.72076988220215,21.00305557250977,21.002992630004883,23.39050462842487,78.80406787696367,24.17617637539426,25.06949630349697,21.475553173489025,24.926843071458748,24.473119432873705,82.101857167349,24.926826322553428,12.86908735018644
7,25.0,25.876495361328125,24.836071014404297,24.717527389526367,25.90627706706517,30.717765690796494,28.01543617248535,27.750316619873047,27.750289916992188,25.74295603402998,78.50534042429496,27.766417882178125,26.74305765791028,29.410489433763345,29.735874604609705,29.374702995528715,82.5377584951621,29.735889259901857,22.46342663891146
8,19.0,25.38480567932129,25.223011016845703,23.85846519470215,23.76909392282327,26.76567339595374,24.29716682434082,24.6989688873291,24.699024200439453,22.47611269843604,77.59864203812654,24.93945605443813,26.05893294425277,22.25014189136097,22.208265440838712,22.63450005723368,82.13614214673048,22.208211006896427,20.97423540756531
9,14.0,17.038461685180664,19.52882957458496,18.792949676513672,13.64857112406287,17.340583020234575,19.308839797973636,19.51174736022949,19.51167106628418,17.83215354290909,75.67295473026518,24.775492268973547,24.063098041091216,22.11906077111306,22.12066447879729,22.63450005723368,82.04778321926048,22.120630980986657,22.18902513585423
