,pm2.5_Real,pm2.5_1_CNNLSTM_6,pm2.5_2_LSTM_6,pm2.5_3_LSTM_dropout_6,pm2.5_4_RandomForest_6,pm2.5_5_ExtraTrees_6,pm2.5_6_XGB_6,pm2.5_7_XGBRF_6,pm2.5_8_XGBRF_DART_6,pm2.5_9_GradientBoosting_6,pm2.5_10_SVR_6,pm2.5_11_NARX_RandomForest_6,pm2.5_12_NARX_ExtraTrees_6,pm2.5_13_NARX_XGB_6,pm2.5_14_NARX_XGBRF_6,pm2.5_15_NARX_GradientBoosting_6,pm2.5_16_NARX_SVR_6,pm2.5_17_NARX_XGBRF_DART_6,pm2.5_18_DAR_XGBRF_6
0,157.0,172.7465057373047,162.95590209960938,153.37799072265625,155.48527827079872,160.63177657422057,152.78976440429688,167.49685668945312,167.49688720703125,171.545496757706,76.94809059749203,,,,,,,,119.24325927427412
1,110.0,150.4007568359375,152.07803344726562,145.0765838623047,153.44372948955615,153.0533675985766,142.027099609375,154.7812957763672,154.7812957763672,149.80312150401164,77.1532137097116,,,,,,,,131.51800316761046
2,97.0,78.45073699951172,115.06349182128906,121.63209533691406,71.4990887533214,75.99947069420347,87.61116027832031,93.3923568725586,93.39236450195312,102.76245020396505,77.64075895797407,,,,,,,,180.49810985950947
3,90.0,85.04866790771484,93.92963409423828,106.31024169921876,111.15001023886674,85.23355395841234,82.50498962402344,92.97708892822266,92.97714233398438,93.17882217644438,76.971182214699,,,,,,,,182.92963842470155
4,103.0,86.59198760986328,91.5921630859375,97.36663055419922,89.30767848546185,85.83928872067334,78.2688217163086,87.99639892578125,87.99637603759766,87.6876650127072,77.14418828395442,,,,,,,,158.50345899240412
5,105.0,101.4840087890625,99.0041732788086,98.8370132446289,122.59165875871705,106.93679150884344,90.8147430419922,101.52889251708984,101.52890014648438,101.60904637284632,76.10945049897795,157.3787586007519,145.8518589420613,134.66137596246386,158.2009501169889,140.80580295152393,68.91324447138354,158.2009368251538,158.2009501169889
6,134.0,104.30419158935548,106.95060729980467,102.52005004882812,132.72312660514487,102.9479186689224,106.4619140625,103.14107513427734,103.1410903930664,102.18173714724084,75.8576695474251,115.39015232858414,118.5624052240235,138.78656345002872,164.32206614930968,148.32014509269234,69.17992000338243,164.3220927329799,164.32206614930968
7,210.0,127.94557189941406,127.42155456542967,114.76426696777344,129.4521619460576,128.08813849095304,134.43235778808594,133.5524444580078,133.55245971679688,130.31459208182193,75.91739201754987,170.61517533799682,154.47123426734782,142.3022538383289,183.5361315692299,163.90242585152157,70.90128865842705,183.5361315692299,183.5361315692299
8,232.0,195.07960510253903,180.77670288085935,155.1569061279297,176.58278210570083,170.89785213082655,187.4757537841797,187.5227203369141,187.52273559570312,192.3890897305364,76.52668585355747,126.32926577148928,132.20713238210868,155.97824957331133,176.2157464216926,153.21521352220293,71.6243926082496,176.2157464216926,176.2157464216926
9,167.0,213.1530303955078,198.72483825683597,173.76487731933594,125.11779599774538,158.6036888206944,164.25132751464844,203.6702423095703,203.6703186035156,187.7713292835154,76.65948177972248,172.83171458442456,149.95290453596334,142.9413518543979,183.424054815528,163.0819500416426,72.39084090460722,183.42406810736315,183.424054815528
10,163.0,123.53227996826172,172.98973083496094,150.02342224121094,129.25025081277494,135.99409294232632,114.31269073486328,154.905517578125,154.90550231933594,136.75675913944485,76.48958479827232,136.14664914913564,137.95936483304416,130.09548438977808,176.5145202914401,152.39473771232397,72.20670125906236,176.51454687511034,176.5145202914401
11,171.0,141.13589477539062,154.8950653076172,141.47682189941406,123.26918473283204,136.46970627121243,128.6182098388672,151.45997619628906,151.4599609375,137.11516253623333,77.20560481986135,152.35789482253946,142.03797653409583,143.92910799740642,179.9233576172392,159.2879746837335,72.59888571733491,179.9233576172392,179.9233576172392
12,152.0,155.64892578125,157.01824951171875,145.8724822998047,141.4322419545976,143.14624542625876,122.912109375,160.99659729003906,160.99658203125,149.20140188105853,77.14241158332572,115.82089690811146,114.50622887792406,146.37562975260988,165.83948862987347,151.73868842558113,73.53462123083412,165.8395152135437,165.83948862987347
13,136.0,143.6122283935547,148.95045471191406,139.1940155029297,120.7924049706479,123.9870918337042,146.1022491455078,131.71522521972656,131.71524047851562,133.96814572319755,78.37025535053647,127.47343085940436,123.6685210382751,148.94414397051207,175.67725430561998,152.4722271263271,73.82785006930754,175.6772675974551,175.67725430561998
