,pm2.5_Real,pm2.5_1_CNNLSTM_9,pm2.5_2_LSTM_9,pm2.5_3_LSTM_dropout_9,pm2.5_4_RandomForest_9,pm2.5_5_ExtraTrees_9,pm2.5_6_XGB_9,pm2.5_7_XGBRF_9,pm2.5_8_XGBRF_DART_9,pm2.5_9_GradientBoosting_9,pm2.5_10_SVR_9,pm2.5_11_NARX_RandomForest_9,pm2.5_12_NARX_ExtraTrees_9,pm2.5_13_NARX_XGB_9,pm2.5_14_NARX_XGBRF_9,pm2.5_15_NARX_GradientBoosting_9,pm2.5_16_NARX_SVR_9,pm2.5_17_NARX_XGBRF_DART_9,pm2.5_18_DAR_XGBRF_9
0,117.0,129.43194580078125,136.9311065673828,128.1666717529297,142.87439075353404,134.68603068766464,115.32459259033205,143.3655548095703,143.36553955078125,135.69241155193467,113.26063446341688,,,,,,,,217.63904784141408
1,128.0,106.37024688720705,130.16502380371094,120.56055450439452,111.22803414642644,106.17190705821598,102.8340835571289,114.9130401611328,114.91301727294922,108.08011594362236,108.16171446843592,,,,,,,,176.2711129334398
2,54.0,105.40715789794922,129.55477905273438,122.11937713623048,103.82948223949477,116.7634456041784,107.63072967529295,124.84640502929688,124.84640502929688,133.34945598544635,103.82862089773228,,,,,,,,179.64822678503958
3,34.0,41.799129486083984,74.71282196044922,85.19377136230469,37.83656752846167,43.31122532484186,39.03385925292969,49.195072174072266,49.19496154785156,64.66641809932192,98.07310832719888,,,,,,,,167.09825475400086
4,32.0,18.096088409423828,37.605560302734375,55.06756591796875,27.84582376187646,30.96455606060168,31.578628540039062,32.69731903076172,32.69734191894531,34.65994254966769,94.15122101729776,,,,,,,,168.50737859553087
5,28.0,32.15175247192383,26.62483024597168,35.82360076904297,27.90657833562769,28.95290605592652,31.92999839782715,30.70445442199707,30.704423904418945,37.4030180494637,89.38970974140562,180.02915696059216,174.89202542382878,168.00126545782115,179.89615403152598,174.99913482414274,113.87330081487134,179.89615403152598,179.89615403152598
6,28.999998092651367,20.67070579528809,23.775634765625,24.883005142211918,28.986658690637043,27.015511872611203,24.87919044494629,26.98812294006348,26.988155364990234,28.07735890797532,84.44385772345184,134.61852493080798,145.44633137606587,130.47986238692997,137.9043815383452,144.42722048199306,113.19325574397614,137.90436154098705,137.9043815383452
7,37.0,31.29773330688477,29.99430274963379,25.02763938903809,32.53067273065722,38.31585364152283,40.24421691894531,31.688011169433597,31.688034057617188,34.72783028181498,86.80420475898559,146.418404356112,150.5902146708587,147.4159649690029,150.00409305301932,146.5572999315148,111.70708174963576,150.0041030516984,150.00409305301932
8,45.999996185302734,41.01754760742188,40.071659088134766,34.079063415527344,42.92644678894374,47.38852923102112,53.64865112304688,38.30867767333984,38.308719635009766,42.89560361418864,90.68552378154416,125.65385749741968,132.03983395006176,123.47932722325513,140.5601106916266,135.2586610179248,111.14892560157402,140.5601106916266,140.5601106916266
9,54.0,52.027950286865234,53.12832260131836,44.79874801635742,60.261737284550925,57.35902136053745,69.82139587402344,47.622520446777344,47.62250900268555,52.58917102732392,93.24437605390204,85.87314526494977,92.4953884545409,95.42586334883416,101.30623649641284,98.834443825167,111.61209465359498,101.30619650169652,101.30623649641284
10,53.0,61.7399787902832,65.49549865722656,59.16990661621094,67.47802527025532,76.77346804262031,68.01802825927734,55.92148208618164,55.92147064208984,63.8985246759638,100.7576511769718,144.1232327697958,146.99219645279675,149.25388216291114,142.958803801779,140.03275917670348,112.84797701184046,142.95879380309992,142.958803801779
11,47.0,63.93672180175781,68.09612274169922,64.21659088134766,64.71031891021272,65.93216019352444,62.12760925292969,52.62937545776367,52.62936782836914,61.36870874160799,104.911381322935,103.8767360968172,103.7957296860235,121.3322708695281,112.692662242824,113.67561671913856,113.2026956054585,112.69269223886126,112.692662242824
